name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-07';0.470000;7.130803e+00;-4.915124e+00;-6.999000e+00;1.567028e+01;1.576176e+01;1.986840e+01;1.363907e+01;-1.520084e+01;-1.381643e+01;5.350589e+00;8.648310e+00;-7.681513e+00;7.921738e+01;6.502611e+00;9.449232e+00;6.541041e+00;-3.877810e+00;-1.059636e+01;-6.978016e+00;-9.472622e+00;-3.638795e+00;-1.916373e+00;-2.184072e+00;-1.831226e+00;-5.108791e+00;8.691834e-01;2.352223e+00;1.853533e+00;1.370489e+00;6.490414e-01;-1.128505e+00;-2.806538e+00;-2.106173e-01;5.099344e-01;-1.760539e-01;-3.120209e-01;-8.065139e-01;5.885112e-01;1.560658e+00
'training-07';0.480000;2.521043e+01;2.100537e+01;1.249447e+01;1.292227e+01;-6.148834e+00;-1.155160e+01;-1.780747e+01;-2.980001e+01;-2.023615e+01;-1.016183e+01;-6.891091e+00;-1.190067e+01;8.457882e+01;7.291724e+00;1.061684e+01;8.469111e+00;-1.975977e+00;-9.272118e+00;-9.184097e+00;-8.108341e+00;7.626709e-01;1.259721e+00;7.316015e-01;-1.263892e+00;-1.383643e+00;2.033915e+00;-1.402925e+00;-1.628630e+00;-7.672974e-01;1.724264e+00;2.936679e+00;1.355935e+00;3.159839e+00;2.016872e+00;1.292912e+00;1.737300e+00;1.158924e+00;1.755718e+00;-4.782576e-02
'training-07';0.490000;3.751023e+01;3.052282e+01;1.300447e+01;9.817960e-01;-1.924006e+01;-9.488012e+00;-8.692694e+00;-1.536981e+01;-1.707258e+01;6.059584e-02;2.536537e+00;-1.522988e+01;9.004758e+01;2.966615e+00;6.388341e+00;5.554099e+00;2.719877e+00;-1.048648e+00;-5.380668e+00;-1.748710e+00;3.347066e+00;4.434620e+00;3.372798e+00;1.433580e+00;1.461369e+00;7.350143e-01;-4.142455e+00;-4.466792e+00;-2.458071e+00;2.152255e+00;5.271842e+00;3.676744e+00;3.630526e+00;1.015116e+00;1.132252e+00;1.231369e+00;1.170866e+00;1.975880e+00;-1.398567e+00
'training-07';0.500000;3.099162e+01;3.001947e+01;1.890753e+01;1.218423e+01;-9.830277e+00;-1.468507e+01;-3.029807e+00;8.827452e-01;3.207841e+00;1.269324e+01;8.046157e+00;-4.093906e+00;8.727048e+01;-5.024731e+00;-2.768160e+00;8.495938e-01;4.243276e+00;5.338738e+00;4.049520e+00;4.704259e+00;3.998302e+00;4.954816e+00;6.059535e+00;3.696411e+00;2.207328e+00;-2.465676e+00;-3.822054e+00;-4.883772e+00;-3.563925e+00;5.263250e-01;3.458499e+00;3.368843e+00;1.890379e+00;-6.121871e-01;-1.003429e+00;-9.713283e-01;-2.644025e-01;6.928088e-01;-1.504085e+00
'training-07';0.510000;1.907328e+01;2.251953e+01;1.756496e+01;2.963868e+01;1.235924e+01;-5.468199e+00;-2.493315e+00;-1.380688e+01;-3.365324e+00;1.078705e+01;8.347586e+00;-4.278053e+00;8.154662e+01;-8.051437e+00;-6.192229e+00;-1.939556e+00;3.773836e+00;8.457423e+00;4.788896e+00;2.273708e+00;-1.810281e-01;1.897338e+00;1.308805e+00;1.542954e+00;2.975123e+00;-3.873859e+00;-1.592353e+00;-3.064124e+00;-2.872596e+00;-1.637913e+00;-4.298126e-01;5.660593e-01;-1.826630e-01;-6.085904e-01;-1.930283e+00;-2.809934e+00;-2.099800e+00;-5.254644e-01;-6.559329e-01
'training-07';0.520000;9.305247e+00;1.116622e+01;1.446219e+01;1.981021e+01;4.745210e+00;6.686088e+00;2.614133e+00;-1.058996e+01;-2.315701e+00;1.477262e+01;8.685439e+00;-6.339948e+00;7.650092e+01;-6.309521e+00;-7.511731e+00;-5.603685e+00;1.286686e-01;3.267340e+00;2.575335e+00;-6.676546e-01;-5.342175e-01;-2.488783e+00;-3.093043e+00;-2.640591e+00;1.323524e+00;-3.182072e+00;8.914648e-01;-4.895128e-01;-1.651577e+00;-2.015982e+00;-2.763958e+00;-2.244841e+00;-1.297729e+00;-2.922893e-03;-1.507149e+00;-2.906200e+00;-2.463149e+00;-1.136868e+00;4.051452e-01
'training-07';0.530000;8.096228e+00;8.988298e+00;5.529359e+00;1.603799e+01;1.575932e+01;3.770883e+00;-1.461222e-01;-1.053860e+01;-4.824117e+00;5.564934e+00;9.931664e+00;7.687568e-01;7.606307e+01;-4.352754e+00;-6.560492e+00;-5.582242e+00;-3.412388e+00;-2.162012e+00;-1.813279e+00;2.393131e-02;2.570374e+00;-1.494994e+00;-6.100584e+00;-5.896917e+00;-7.240515e-01;-2.186452e+00;1.544609e+00;5.606279e-01;-2.376615e-01;-1.609972e+00;-3.342848e+00;-2.286580e+00;-7.244867e-01;3.381093e-01;-3.603792e-01;-6.197113e-01;-9.612360e-01;-1.381607e+00;7.436556e-01
'training-07';0.540000;4.932545e+00;-7.735649e-01;-3.093094e+00;1.962792e+01;4.806386e+00;-6.427937e+00;-7.541676e+00;-3.422484e+00;-8.506678e+00;-1.609181e-01;-5.948841e+00;3.112961e-04;7.410190e+01;-2.416749e+00;-5.031592e+00;-5.586947e+00;-2.243525e+00;-3.171333e+00;-3.873597e+00;-6.594957e-01;2.607986e+00;-8.847605e-01;-4.766768e+00;-4.899396e+00;-1.627425e+00;-1.283653e+00;1.235111e+00;1.405113e+00;1.204194e+00;-5.133123e-01;-1.317354e+00;-7.513704e-01;-2.092146e-01;-5.472450e-01;6.457288e-01;1.934639e+00;1.364328e+00;-6.492478e-01;6.214404e-01
'training-07';0.550000;-5.041309e-01;-4.313037e+00;-1.568605e+00;1.266789e+01;1.518589e+00;-7.977581e+00;2.704247e+00;-4.538752e+00;-7.744808e+00;-1.224911e+01;-1.381986e+01;-1.106844e+01;7.181387e+01;-2.274777e+00;-4.629159e+00;-3.136232e+00;-3.089928e+00;-5.037481e+00;-3.419540e+00;-1.352805e+00;-6.158376e-02;-7.065691e-01;-9.528885e-01;-2.133824e+00;-2.457437e+00;-1.104790e+00;9.649923e-01;1.615886e+00;1.316060e+00;3.299574e-01;5.606923e-01;1.081696e+00;-4.101046e-01;-1.334948e+00;4.742726e-01;3.100444e+00;2.739755e+00;1.461853e-01;5.053345e-01
'training-07';0.560000;1.521684e+00;-7.341078e+00;-9.923563e+00;1.027763e+01;-3.991090e+00;-6.807665e+00;-2.108530e+00;-5.499549e-01;-5.279158e+00;-1.542048e-01;-3.935779e+00;-8.558475e+00;7.220726e+01;-1.172952e+00;-1.451833e+00;-8.057202e-01;-2.599123e+00;-1.881696e+00;-3.783866e-01;-1.025360e+00;-1.954464e+00;3.456481e-01;4.006305e+00;2.299501e+00;-1.056022e+00;-6.157013e-01;4.173961e-01;1.431217e+00;1.247554e+00;2.178358e-01;1.201312e+00;1.671128e+00;-1.666052e-01;-1.238626e+00;3.839623e-01;1.737166e+00;2.042781e+00;8.074206e-01;2.850632e-01
'training-07';0.570000;-1.572226e+00;-1.087374e+01;-6.736567e+00;5.263488e+00;-5.029351e+00;-1.313695e+01;-9.626719e+00;-1.228278e+01;-9.970722e+00;7.971351e-01;-1.743988e+00;-7.239034e+00;7.148644e+01;-1.496902e-01;-2.709425e-01;-1.392555e+00;-1.584802e+00;-3.368855e-03;1.847598e+00;-1.843660e+00;-1.823139e+00;2.611643e-01;5.015099e+00;4.202412e+00;-2.788269e-01;6.243897e-03;2.345803e-01;1.046402e+00;3.333652e-01;2.687284e-01;1.218163e+00;1.472786e+00;3.555279e-01;1.540795e-01;5.116684e-02;-2.920409e-01;9.575413e-01;9.556003e-01;1.815827e-01
'training-07';0.580000;-3.981682e-01;-4.752378e+00;-4.537714e+00;1.033450e+01;-1.328125e+00;-5.740184e+00;-6.502993e+00;-9.322789e+00;-5.665480e+00;1.334748e+01;-4.892752e-01;-7.194500e+00;7.118710e+01;-1.392311e+00;-5.461340e-02;-2.210176e-01;-1.906909e+00;3.181716e-01;1.848473e+00;-1.247094e+00;-2.704366e+00;5.511845e-01;9.350675e-01;2.146390e+00;1.320372e+00;-4.138542e-01;8.761051e-02;1.706992e-01;4.116774e-03;4.362147e-01;2.423505e-01;-6.732596e-02;8.861295e-01;9.205257e-01;-4.787085e-01;-1.916893e+00;-5.600592e-01;6.586293e-01;5.377930e-02
'training-07';0.590000;-2.926554e-01;-6.962100e+00;-1.122430e+01;4.715442e+00;1.702623e-01;7.266692e-01;-4.316820e+00;-9.268031e+00;-6.245826e+00;6.075544e+00;5.468948e+00;-1.314456e+01;7.235516e+01;-9.921958e-01;-9.575643e-02;-1.761757e+00;-2.092393e+00;-4.659805e-02;2.830961e+00;5.357019e-01;1.083765e+00;-5.535031e-01;-8.774747e-01;2.730438e+00;1.132367e+00;-2.977997e-01;1.677367e-01;-1.478757e-01;4.085076e-01;7.513628e-01;-2.705345e-01;-1.135050e+00;1.197400e+00;1.127153e+00;-5.284827e-01;-1.733572e+00;-1.716704e+00;-9.764526e-02;-7.444694e-02
'training-07';0.600000;-6.079658e+00;-9.569965e+00;-8.784783e+00;1.017113e+00;-5.000038e+00;-4.497111e+00;-1.099895e+01;-1.557916e+01;-4.385684e+00;1.881928e+00;3.189706e+00;9.961507e-01;6.970363e+01;-3.136467e-01;-6.859299e-01;-6.005349e-01;-1.642536e-01;-6.483295e-01;-1.206698e+00;2.215607e+00;1.194713e+00;-1.640561e+00;-2.631875e+00;2.351921e-01;1.531527e+00;-1.947830e-01;4.727427e-01;-2.965838e-01;4.247442e-01;1.278495e+00;1.045990e-01;-7.224029e-01;1.069408e+00;8.932515e-01;2.158801e-01;-7.773307e-01;-2.110981e+00;-1.168529e+00;-5.959779e-03
'training-07';0.610000;-3.692460e+00;-8.943728e+00;-1.342182e+01;-5.397821e-01;-3.426385e+00;3.963142e-01;-4.700230e+00;-3.735773e+00;-1.337814e+01;2.142540e+00;1.006871e+01;-5.672523e+00;7.073918e+01;1.496610e-01;-6.946627e-01;8.397421e-01;1.300684e+00;-8.727906e-01;-2.300067e+00;2.411991e+00;1.863086e+00;-1.285377e+00;-1.869288e+00;-3.425510e+00;-8.726307e-01;-4.755264e-01;1.191598e-01;-1.006797e-01;7.250203e-01;1.269816e+00;5.178553e-01;-1.388438e-01;5.353542e-01;2.308141e-01;1.456442e+00;-3.038773e-01;-2.288420e+00;-1.038923e+00;-1.253467e-01
'training-07';0.620000;-2.664993e-01;-7.191213e+00;-6.441631e+00;1.214085e+01;-2.771449e+00;-1.160850e+01;4.766746e+00;-6.115355e+00;-1.030213e+01;2.154613e+00;-1.613196e+00;-3.272883e+00;7.102118e+01;4.004740e-01;-1.238079e+00;6.019539e-01;2.789027e+00;1.254263e+00;8.019726e-01;3.161803e+00;1.372231e+00;1.996522e+00;-2.455679e+00;-5.330543e+00;-3.519774e+00;-3.547897e-01;-1.986955e-01;2.604162e-01;2.625785e-01;2.435254e-01;8.808290e-01;1.329677e+00;-3.650772e-01;4.469119e-01;1.815812e+00;3.247575e-01;-5.171752e-01;-1.721165e-01;-1.195113e-01
'training-07';0.630000;-2.450930e+00;-1.162479e+01;-8.197168e+00;5.656997e+00;-5.307985e+00;-7.217977e+00;-1.397107e-01;-4.684504e+00;-9.714486e+00;-3.407240e+00;-9.257154e+00;-1.537320e+01;6.931876e+01;-7.534570e-01;-3.230802e-01;1.262100e+00;2.780046e+00;1.591382e+00;1.132406e+00;2.739375e+00;2.149076e+00;4.910165e+00;-2.484959e+00;-5.928796e+00;-1.536597e+00;-8.445297e-01;-2.762529e-01;3.357720e-01;-2.051979e-01;-5.296912e-01;6.686554e-01;1.230537e+00;-8.804971e-01;-9.882306e-02;5.240144e-01;6.536477e-01;1.078899e+00;1.108561e+00;1.435432e-02
'training-07';0.640000;-4.698053e+00;-1.441983e+01;-8.387339e+00;1.186386e+01;2.212075e+00;3.319897e+00;2.529804e+00;-8.243641e+00;3.765099e+00;-7.621576e+00;-1.380007e+01;-1.175238e+01;6.863989e+01;-8.555654e-01;4.303596e-01;5.011786e-01;3.136925e-01;2.523729e+00;3.725450e+00;2.265289e-01;3.286277e+00;4.340729e+00;-7.002518e-01;-1.099041e+00;1.002928e+00;-6.078377e-01;-1.707232e-01;1.589398e-02;-6.637584e-01;-1.350121e+00;-3.104168e-01;3.075400e-02;-1.336152e+00;-6.850478e-01;-1.924462e+00;9.892849e-01;1.944933e+00;1.619139e+00;3.935517e-02
'training-07';0.650000;-5.243968e+00;-6.944820e+00;-6.138465e+00;1.349894e+01;2.038765e+00;-1.405850e+00;1.011512e+01;8.073750e+00;4.139076e+00;-5.394161e+00;-1.348183e+01;-9.115759e+00;6.770718e+01;-6.035838e-01;1.499780e-01;-1.358598e-01;-1.101043e-01;1.835753e+00;2.390878e+00;-5.228570e-01;4.119476e-01;1.625920e-01;5.212364e-01;-1.467680e-01;2.408825e+00;-2.772308e-01;1.619065e-01;-5.288585e-01;-8.758720e-01;-1.437792e+00;-9.513890e-01;-3.467959e-01;-1.356874e+00;-2.060223e+00;-3.341028e+00;7.512351e-01;1.716316e+00;6.643607e-01;8.744049e-02
'training-07';0.660000;-3.147807e+00;-7.379400e+00;-4.965089e+00;9.788337e+00;6.173820e+00;4.112692e+00;7.719766e-01;3.936902e+00;4.474734e+00;-3.531859e-01;-4.996065e+00;-1.386964e+00;6.878778e+01;-5.280784e-01;-1.395139e+00;-2.017858e+00;-2.516502e+00;-4.200066e-01;3.265067e-01;-1.887840e+00;-1.184444e+00;-5.252002e+00;9.876479e-01;1.503107e+00;2.603210e+00;-4.416634e-01;2.652224e-01;-3.541812e-01;-3.593743e-01;-5.448775e-01;-1.085661e+00;-8.693665e-01;-4.984066e-01;-1.993853e+00;-2.336333e+00;5.879327e-02;3.587586e-01;-5.033171e-01;7.622284e-02
'training-07';0.670000;-6.243972e+00;-1.439512e+01;-1.058759e+01;6.144235e+00;1.889908e+00;4.340017e+00;-1.875082e+00;-8.715037e+00;-9.256344e+00;-4.435253e+00;-1.439300e+01;-8.511781e+00;6.785866e+01;-1.076680e-01;-2.054624e+00;-1.857742e+00;-2.993819e+00;-1.693695e+00;1.097898e+00;-2.987812e+00;-5.916681e+00;-6.998610e+00;4.272668e-01;1.351710e+00;9.850656e-01;-4.904144e-01;3.910099e-01;4.309883e-01;4.815795e-01;2.944799e-01;-3.302093e-01;-4.920190e-01;8.292434e-02;-4.329562e-01;2.870802e-01;-2.047244e-01;7.198179e-03;-9.191883e-01;1.789911e-01
'training-07';0.680000;-6.838443e+00;-1.767038e+01;-1.625207e+01;2.958699e+00;1.864709e-01;2.079497e+00;-9.142964e-01;-5.771468e+00;-1.579720e+01;-3.162791e+00;-5.828956e+00;9.616786e-01;6.635583e+01;2.225886e-01;-2.382456e-01;-4.347519e-01;-9.688376e-01;-1.139853e+00;2.510786e-02;-1.033026e+00;-3.518672e+00;-3.760333e+00;-3.593007e-01;-5.448733e-02;-8.017780e-01;-1.201317e-01;3.749719e-01;1.021484e+00;1.130702e+00;1.126923e+00;5.573474e-01;-1.206404e-01;5.385554e-01;7.527784e-01;2.365959e+00;-2.660235e-01;-5.683906e-01;-1.016945e+00;3.322698e-01
'training-07';0.690000;-3.936990e+00;-1.207245e+01;-9.783685e+00;1.944668e+00;-3.436036e+00;5.100240e+00;-3.980807e+00;-1.665547e+01;-2.071801e+01;-1.853025e+00;-6.306832e+00;-5.364752e+00;6.647108e+01;9.761322e-01;1.726473e+00;1.480484e+00;5.884628e-01;5.446298e-01;8.148275e-02;-5.356420e-01;-5.857192e-01;8.521587e-01;1.710887e-01;6.680200e-01;-4.846222e-01;4.569588e-01;1.097082e-01;7.105424e-01;7.013929e-01;1.032315e+00;8.404236e-01;-2.486240e-01;6.843708e-01;1.805369e+00;2.525873e+00;-1.344725e-01;-4.847836e-01;-3.556871e-01;2.810894e-01
'training-07';0.700000;-3.188355e+00;-9.731959e+00;-7.540802e+00;7.043932e+00;3.137528e+00;3.858120e+00;-3.340293e+00;-9.686245e+00;-8.596100e+00;-3.440803e+00;-9.311584e+00;-6.969368e+00;6.888091e+01;8.048811e-01;1.821733e+00;1.966541e+00;1.326973e+00;1.247568e+00;2.315125e-01;-4.211480e-01;-8.603287e-02;2.652411e+00;-2.143804e-01;-9.970009e-01;-1.746671e+00;7.459992e-01;-1.271582e-01;-7.818831e-02;-1.624040e-02;2.369065e-01;3.049789e-01;-3.801226e-02;2.729798e-01;9.016908e-01;9.092890e-01;2.299569e-02;-1.159996e-01;1.767255e-01;2.652718e-02
