name;frameTime;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp
'training-33';0.000000;0;0;0;0;0;0;0;0;0;0;1.618482e-01;1.251228e+00;4.270762e-02;4.420223e-02;2.892473e-01;2.465397e-01;2.331225e-02;0;0;0;2.736950e-02;1.497410e+00;9.334347e+00;2.046689e+00;9.225793e-01;1.764420e+01;-1.423512e+01;-5.559587e-01;1.622881e+01;7.689523e-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-201;0;0;0;0;0;-201;0;0;0;0;0;-1.981337e+02;-7.087181e-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.627578e-01;6.196620e+00;8.865842e-02;6.703626e-04;2.881076e-02;0;0;0;0;2.400000e-01;0;-4.029573e+01
'training-33';0.100000;4.043613e+01;3.898577e-01;2.813205e+01;2.847782e+01;6.078606e+01;3.265401e+01;0;0;-4.113173e+00;0;4.770980e-01;7.678971e-01;5.474944e-02;5.929241e-01;7.337846e-01;6.790351e-01;3.683709e+00;0;1.521173e+01;0;2.377564e-01;1.872148e+00;-3.149261e+00;-7.205859e+00;8.620913e+00;1.715540e+00;-1.797883e+01;-8.773095e-01;2.176509e+01;5.877121e-01;5.612002e-02;3.287861e-01;1.151449e+00;2.542360e-01;-1.626915e+00;-5.087860e+00;8.764194e+00;7.703722e-01;2.539301e+01;1.750186e-01;6.755319e+02;3.084831e-01;8.750546e+02;3.455808e-01;-1.553296e+02;-5.088065e-01;1.615890e+03;1.031432e-01;9.190405e+02;1.494556e-01;-1.539981e+02;-4.603081e-01;2.665074e+03;1.031994e-01;5.788518e+02;2.044057e-01;-1.395791e+02;-5.522799e-01;1.093972e+00;1.168831e+01;5.314292e+00;2.115069e+00;5.068856e-02;8.173473e-01;-6.039693e-03;-3.099174e+00;6.340402e-01;9.765306e-01;-4.081508e+00;-6.166192e+00;1.192837e+01;6.084810e-01;-1.270650e+01;-1.845765e+00;2.438298e+01;5.040078e-01;4.277173e+00;1.110647e+00;8.288292e-02;-2.779850e-04;5.145895e-02;4;8;3.000000e-02;9.999999e-03;1.400000e-01;0;-3.038803e+01
'training-33';0.200000;3.210023e+01;4.026889e-01;2.478508e+01;2.734812e+01;2.848742e+01;3.702341e+00;0;0;-2.080287e+00;0;1.037762e+00;4.107963e-01;6.395734e-01;8.543071e-01;1.527774e+00;8.882011e-01;6.946967e+00;0;-1.251220e+01;0;6.632824e-01;7.990550e-01;8.876342e+00;3.619497e+00;7.485469e+00;1.767987e+00;-2.188584e+00;-1.138635e+01;2.045162e+01;6.299955e-01;2.699266e-02;6.819698e-01;4.741630e-01;1.034548e+00;9.446600e-01;6.556013e+00;9.806732e+00;1.643468e+00;2.283968e+01;1.633567e-01;5.302701e+02;3.590285e-01;1.059265e+03;2.479629e-01;-5.834087e+01;-1.596644e+00;1.577275e+03;7.649948e-02;8.709600e+02;1.530375e-01;-7.185765e+01;-1.084872e+00;2.541025e+03;8.560381e-02;6.767378e+02;1.826879e-01;-6.332103e+01;-1.149755e+00;-8.372761e+00;-1.454371e+00;1.360887e+01;7.920430e-01;8.101075e-02;4.840008e-01;-2.234519e-02;-8.846587e-01;8.793782e-01;5.375381e-01;2.190665e+01;1.312978e+00;2.216028e+00;4.592422e+00;6.306189e+00;3.786058e+00;1.563801e+01;7.415565e-01;1.164313e+01;-5.672079e+00;5.354182e-02;2.552824e-03;1.080667e-01;4;8;8.000000e-02;5.999999e-02;4.000000e-02;0;-2.354327e+01
'training-33';0.300000;2.448310e+01;1.542128e-01;2.236784e+01;2.540489e+01;2.792059e+01;5.552748e+00;0;0;-5.785637e-01;0;9.197723e-01;6.089494e-01;2.958955e-01;8.543071e-01;1.527774e+00;1.231879e+00;8.998157e+00;9.671488e-01;1.328394e+01;0;7.755107e-01;6.153846e-01;3.542646e+01;4.555662e-01;-3.007850e+00;-2.242163e+00;8.065317e+00;2.370396e+00;1.376051e+01;4.582098e-01;1.801326e-02;1.510625e-01;4.454623e-01;9.611648e-01;9.317906e-01;5.502987e+00;-7.165403e+00;-7.192785e+00;1.446018e+00;3.175786e+01;5.202050e+02;3.144309e-01;1.246960e+03;1.595899e-01;-3.623021e+01;-2.040411e+00;1.578013e+03;5.963105e-02;9.342526e+02;2.199754e-01;-5.068359e+01;-1.327327e+00;2.513026e+03;7.684704e-02;7.502126e+02;1.895082e-01;-5.051963e+01;-1.336144e+00;-1.232086e+01;-5.044267e-01;1.791471e+01;3.021098e-01;9.811903e-02;1.503859e-01;-2.644901e-02;-4.417585e-01;8.481445e-01;5.621136e-01;3.331598e+01;5.027880e-01;-3.488339e+00;-2.098211e+00;7.449572e+00;2.831538e+00;1.235777e+01;5.395347e-01;-1.876060e+01;2.649128e+01;7.652745e-02;-2.059113e-02;4.649285e-01;4;8;9.000000e-02;5.999999e-02;4.000000e-02;0;-2.367445e+01
'training-33';0.400000;2.333600e+01;1.501010e-01;1.934041e+01;2.416932e+01;2.611823e+01;6.777821e+00;1.281036e+02;7.568108e+01;9.591258e+01;1.112585e+01;5.519468e-01;8.083056e-01;2.257487e-01;3.511105e-01;8.843806e-01;6.586320e-01;6.236864e+00;0;3.880525e+00;6.971026e+00;5.108771e-01;7.695378e-01;4.031791e+01;1.262032e-01;-4.034180e+00;-1.082830e+00;1.113037e+01;1.309739e+00;1.907507e+01;5.159503e-01;9.417733e-02;1.084316e+00;1.116802e+00;8.206815e-01;-2.013402e+00;-1.964760e+00;-6.102846e+00;-8.751799e+00;-4.890361e+00;-9.096359e+00;4.709310e+02;3.056749e-01;1.254194e+03;1.557996e-01;-4.573325e+01;-1.635712e+00;1.496103e+03;5.364748e-02;9.059213e+02;2.623139e-01;-5.570442e+01;-1.239603e+00;2.373660e+03;2.881192e-02;7.555490e+02;1.463024e-01;-5.413808e+01;-1.296339e+00;-1.357460e+01;-2.803948e-01;1.907183e+01;1.819750e-01;8.654046e-02;2.835632e-01;-2.369455e-02;-4.696597e-01;5.385431e-01;7.460470e-01;3.957824e+01;1.255843e-01;-4.462824e+00;-1.056504e+00;1.051859e+01;1.518321e+00;1.812805e+01;5.538821e-01;-1.630749e+01;2.403172e+01;7.010335e-02;-1.818118e-02;4.041712e-01;4;8;8.500000e-02;3.500000e-02;4.000000e-02;0;-2.793934e+01
'training-33';0.500000;2.302209e+01;1.811629e-01;1.839854e+01;2.575627e+01;2.619600e+01;7.797461e+00;1.281036e+02;7.568108e+01;1.192300e+02;3.444326e+01;2.303776e-01;6.513005e-01;7.906342e-02;1.969495e-01;3.585128e-01;2.794494e-01;5.169894e+00;0;-3.062331e+00;0;1.680820e-01;1.038352e+00;3.259320e+01;1.750135e-01;-8.334608e+00;-7.486194e-01;5.581685e+00;2.858204e+00;2.111330e+01;4.913019e-01;1.465613e-01;6.998219e-01;1.621296e+00;4.005786e-01;-3.203125e+00;-1.247998e+00;-2.449657e+01;-1.987940e+00;-1.810580e+01;-2.669550e+00;4.951754e+02;3.403122e-01;1.270720e+03;1.839150e-01;-9.691701e+01;-9.634063e-01;1.491544e+03;5.825231e-02;8.921885e+02;3.162978e-01;-1.013156e+02;-8.769419e-01;2.361753e+03;3.137588e-02;7.590219e+02;1.729743e-01;-9.916244e+01;-9.169720e-01;-1.187017e+01;-2.550097e-01;1.770551e+01;1.354947e-01;7.532747e-02;2.870969e-01;-1.683825e-02;-2.504192e-01;2.841699e-01;5.975359e-01;3.663066e+01;7.047074e-02;-3.794950e+00;-1.425989e+00;9.051132e+00;2.083274e+00;2.300953e+01;3.568150e-01;-3.217798e+00;1.140761e+01;5.568647e-02;-2.773256e-03;4.640131e-02;4;4;1.200000e-01;0;9.999999e-02;0;-4.153100e+01
