name;frameTime;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp
'training-14';0.000000;2.081955e+01;3.541348e-02;2.028751e+01;2.074511e+01;2.132181e+01;1.034296e+00;2.473493e-01;0;0;0;4.036859e-02;1.050377e+00;2.992131e-02;3.051931e-02;3.384416e-02;3.922846e-03;8.413230e-03;0;0;0;1.506612e-02;4.038943e+00;1.970648e+01;2.053216e-01;-4.387733e+00;-4.948588e-01;-4.842116e+00;-6.401636e-01;9.746026e-01;5.809408e+00;0;0;0;0;-1.060785e+01;-2.509540e-01;6.841138e+01;6.764675e-01;3.421556e+01;2.891378e-02;6.086170e+02;1.353324e-01;1.363001e+03;2.077639e-02;-1.745932e+02;-3.116000e-01;1.522724e+03;6.311515e-02;1.050620e+03;1.932911e-02;-1.763495e+02;-2.893019e-01;2.582778e+03;1.951404e-02;7.784760e+02;5.387408e-02;-1.786507e+02;-2.582633e-01;-7.289021e+00;-2.293717e-01;1.667124e+01;1.800095e-01;6.956674e-02;7.453437e-02;-1.078586e-02;-9.231623e-01;8.152326e-02;1.640386e+00;2.535348e+01;2.688099e-01;-1.715434e+00;-4.996933e-01;-6.822983e+00;-8.347511e-01;-2.221143e+00;-3.519539e+00;-4.340247e+00;1.486751e+01;8.500583e-02;1.534187e-03;2.528502e-03;0;4;3.000000e-02;0;2.000000e-01;0;-6.087149e+01
'training-14';0.100000;2.363385e+01;8.246809e-02;2.151969e+01;2.411483e+01;2.512571e+01;3.606022e+00;2.144776e+02;0;1.123217e+01;2.930528e+01;4.741144e-01;1.138887e+00;3.036596e-02;3.404344e-02;1.151701e+00;1.121335e+00;5.831682e+00;0;-8.340204e+00;0;4.038011e-01;1.206157e+00;3.571412e+01;5.547681e-01;-4.809502e+00;-7.680579e-01;-9.344760e+00;-7.079198e-01;3.080920e+00;2.700455e+00;1.738935e-02;5.015342e-01;3.754553e+00;5.275948e-01;-1.240141e+00;-5.207152e+00;2.224211e+01;1.516075e+00;2.838788e+01;1.549586e-01;4.569662e+02;2.652334e-01;1.477586e+03;8.247105e-02;-9.452065e+01;-9.668280e-01;1.314891e+03;1.273601e-01;1.107468e+03;5.234180e-02;-9.837695e+01;-9.023420e-01;2.338704e+03;7.846328e-02;7.623500e+02;1.934147e-01;-1.063204e+02;-7.723995e-01;-1.170938e+01;-3.417299e-01;2.245054e+01;1.931189e-01;7.051945e-02;1.474637e-01;-2.895697e-02;-5.950644e-01;7.190627e-01;6.183726e-01;4.968553e+01;3.225511e-01;-3.971936e+00;-1.176220e+00;-1.369478e+01;-4.152834e-01;2.006891e+00;5.204151e+00;-2.686156e+00;1.276243e+01;8.088579e-02;4.194995e-03;2.558820e-03;4;4;1.300000e-01;0;9.999999e-02;0;-2.877698e+01
'training-14';0.200000;2.366776e+01;7.479952e-02;2.228540e+01;2.399326e+01;2.485800e+01;2.572596e+00;1.098277e+02;7.399866e+01;4.045815e+01;1.221796e+01;6.051607e-01;8.088506e-01;9.261779e-02;5.230064e-01;1.151701e+00;1.059083e+00;1.208666e+01;9.700519e-01;1.234677e+01;0;5.164520e-01;8.521468e-01;4.419516e+01;3.530890e-01;-8.418924e+00;-1.042706e+00;-8.238371e+00;-9.924151e-01;8.866958e+00;1.314762e+00;1.439637e-02;5.655706e-01;3.075596e+00;6.792329e-01;-1.554592e+00;-3.811072e+00;1.921855e+01;1.615139e+00;2.754253e+01;1.582326e-01;4.976641e+02;2.910449e-01;1.522165e+03;9.699181e-02;-7.132907e+01;-1.147771e+00;1.351751e+03;1.277691e-01;1.113594e+03;4.905239e-02;-7.571760e+01;-1.054109e+00;2.361089e+03;7.390102e-02;7.424448e+02;1.898299e-01;-8.484658e+01;-8.742518e-01;-1.134676e+01;-3.283595e-01;2.230887e+01;1.770592e-01;6.442533e-02;2.523063e-01;-2.508155e-02;-7.071815e-01;7.112279e-01;5.679992e-01;4.978969e+01;2.929090e-01;-5.641839e+00;-9.888371e-01;-1.098488e+01;-7.325757e-01;6.061696e+00;2.130121e+00;-4.686682e+00;1.603628e+01;4.483276e-02;3.352980e-03;9.013338e-02;4;4;1.600000e-01;0;6.000000e-02;0;-2.839094e+01
'training-14';0.300000;3.764011e+01;4.191288e-01;2.388147e+01;2.444453e+01;5.564833e+01;3.176686e+01;4.249304e+02;0;-1.151465e+02;0;6.147884e-01;6.265268e-01;2.586871e-01;5.894544e-01;1.046129e+00;7.874423e-01;1.106350e+01;4.740212e+00;3.701877e+00;6.112861e+00;3.854049e-01;7.519234e-01;2.246325e+01;1.402642e+00;-1.852026e+01;-5.645859e-01;-2.410630e+00;-3.274874e+00;1.342109e+01;7.164122e-01;3.248452e-02;8.587166e-01;2.157684e+00;5.339816e-01;7.906471e-01;3.903569e+00;-5.836761e+00;-2.635889e+00;9.541095e+00;1.767776e+00;7.416481e+02;4.077931e-01;1.293392e+03;3.212301e-01;-1.027118e+02;-8.793246e-01;1.708877e+03;2.533747e-01;1.130699e+03;3.755338e-02;-8.417824e+01;-1.092662e+00;2.653348e+03;1.518280e-01;8.548317e+02;1.935795e-01;-9.196406e+01;-9.283215e-01;1.934813e+00;7.626176e+00;9.011609e+00;1.858410e+00;7.395047e-02;3.871778e-01;-1.089228e-02;-1.259987e+00;5.813814e-01;4.253278e-01;2.432460e+01;1.558330e+00;-1.629505e+01;-4.146035e-01;-4.067480e+00;-2.263887e+00;9.935266e+00;1.235812e+00;2.944552e+00;8.934163e+00;5.731457e-02;4.761852e-03;1.260982e-01;8;8;6.000000e-02;9.999999e-03;4.500000e-02;2.500000e-02;-3.039193e+01
'training-14';0.400000;5.576597e+01;4.275083e-02;5.296777e+01;5.584005e+01;5.856572e+01;5.597942e+00;0;0;-9.595540e-01;0;3.189056e-01;6.910392e-01;1.133023e-01;2.306809e-01;5.940641e-01;4.807618e-01;9.901999e+00;0;-3.646529e+00;0;1.408263e-01;7.796597e-01;8.565635e+00;2.344000e+00;-2.206847e+01;-4.183889e-01;2.656689e+00;1.934185e+00;1.811473e+01;7.049079e-01;6.866083e-02;2.250252e-01;2.717878e+00;3.904680e-01;-4.911422e-02;-3.780862e+01;-2.352683e+01;-4.034049e-02;-9.691653e+00;-3.612516e-01;1.061089e+03;4.197390e-02;8.328812e+02;1.628738e-01;-1.743918e+02;-3.497317e-01;2.188263e+03;3.062822e-02;1.101479e+03;3.160020e-02;-1.456396e+02;-6.087184e-01;3.103315e+03;2.026899e-02;9.603636e+02;5.118590e-02;-1.498055e+02;-5.446611e-01;1.828649e+01;3.316657e-01;-9.887331e+00;-5.016195e-01;1.024264e-01;1.311713e-01;-7.890568e-04;-7.933497e+00;3.208218e-01;1.691647e-01;-1.888966e+01;-3.408926e-01;-2.327996e+01;-1.262691e-01;2.318867e+00;2.109345e+00;6.626731e-01;1.589883e+01;5.127938e+00;5.608078e+00;5.281831e-02;4.429595e-03;8.349366e-02;4;4;5.000000e-02;0;8.500000e-02;3.500000e-02;-4.440619e+01
'training-14';0.500000;5.289011e+01;1.468392e-03;5.284351e+01;5.289011e+01;5.293671e+01;9.319305e-02;0;0;-7.766342e-02;0;1.769674e-01;9.683092e-01;4.766196e-02;1.032416e-01;2.814771e-01;2.338152e-01;7.616701e-02;0;2.838067e+00;0;7.441990e-02;1.258466e+00;1.266443e+01;1.115434e+00;-1.394557e+01;-6.943889e-01;2.773589e+00;1.553881e+00;1.597910e+01;8.552967e-01;7.526165e-02;8.476800e-02;1.858622e+00;1.844156e-02;8.425019e-01;4.244265e-01;-2.401231e+01;-2.579280e-02;-1.437594e+01;-3.262797e-02;1.086849e+03;2.118372e-02;9.026565e+02;8.943275e-02;-1.854102e+02;-2.484808e-01;2.121364e+03;2.752049e-02;1.095658e+03;1.878637e-02;-1.829177e+02;-2.926101e-01;3.022795e+03;1.486552e-02;1.004406e+03;2.333386e-02;-1.842084e+02;-2.690336e-01;2.395523e+01;2.953133e-02;-1.311466e+01;-6.456206e-02;8.502282e-02;1.156594e-02;5.451024e-03;3.070058e-01;3.685416e-01;9.700067e-02;-2.200072e+01;-2.889096e-02;-2.632890e+01;-5.266242e-02;3.291157e+00;2.643850e-02;1.366011e+01;2.466792e-01;1.277330e+00;8.603699e+00;7.042748e-02;-9.085910e-04;4.965702e-02;0;0;0;0;2.200000e-01;0;-4.779930e+01
'training-14';0.600000;0;0;0;0;0;0;0;0;0;0;5.528516e-02;4.999418e-01;4.095056e-02;4.622646e-02;5.325925e-02;1.230869e-02;-9.924173e-03;0;5.384861e-01;0;1.367587e-02;1.684425e+00;1.943014e+01;9.238786e-02;-5.727624e+00;-9.175991e-01;-3.955272e-01;-9.927035e+00;5.770977e+00;1.973680e+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-201;0;0;0;0;0;-201;0;0;0;0;0;-201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.579981e+00;1.349300e+01;7.622273e-02;-8.177212e-04;1.367587e-02;0;0;0;0;2.400000e-01;0;-6.687624e+01
